"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2023","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.54",""
"SURVEY","2023","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.46",""
"SURVEY","2023","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.46",""
"SURVEY","2023","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.67",""
"SURVEY","2023","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.8",""
"SURVEY","2023","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.04",""
"SURVEY","2022","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","7.16",""
"SURVEY","2022","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","7.15",""
"SURVEY","2022","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.39",""
"SURVEY","2022","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.23",""
"SURVEY","2022","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.48",""
"SURVEY","2022","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","7.32",""
"SURVEY","2022","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","7.47",""
"SURVEY","2022","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.65",""
"SURVEY","2022","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.4",""
"SURVEY","2022","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","7.47",""
"SURVEY","2022","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.29",""
"SURVEY","2022","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.39",""
"SURVEY","2022","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.7",""
"SURVEY","2021","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.41",""
"SURVEY","2021","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.34",""
"SURVEY","2021","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.41",""
"SURVEY","2021","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.69",""
"SURVEY","2021","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.1",""
"SURVEY","2021","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.25",""
"SURVEY","2021","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.06",""
"SURVEY","2021","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.96",""
"SURVEY","2021","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.96",""
"SURVEY","2021","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.05",""
"SURVEY","2021","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.27",""
"SURVEY","2021","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.98",""
"SURVEY","2021","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.16",""
"SURVEY","2020","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.21",""
"SURVEY","2020","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.12",""
"SURVEY","2020","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.86",""
"SURVEY","2020","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.71",""
"SURVEY","2020","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.76",""
"SURVEY","2020","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.26",""
"SURVEY","2020","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.17",""
"SURVEY","2020","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.65",""
"SURVEY","2020","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.46",""
"SURVEY","2020","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.23",""
"SURVEY","2020","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.75",""
"SURVEY","2020","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.63",""
"SURVEY","2020","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.4",""
"SURVEY","2019","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.54",""
"SURVEY","2019","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.88",""
"SURVEY","2019","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.73",""
"SURVEY","2019","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.58",""
"SURVEY","2019","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.58",""
"SURVEY","2019","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.2",""
"SURVEY","2019","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.01",""
"SURVEY","2019","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.59",""
"SURVEY","2019","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.55",""
"SURVEY","2019","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.62",""
"SURVEY","2019","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.66",""
"SURVEY","2019","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.77",""
"SURVEY","2019","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.77",""
"SURVEY","2018","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.61",""
"SURVEY","2018","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.35",""
"SURVEY","2018","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.6",""
"SURVEY","2018","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.46",""
"SURVEY","2018","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.35",""
"SURVEY","2018","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.48",""
"SURVEY","2018","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.65",""
"SURVEY","2018","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.57",""
"SURVEY","2018","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.62",""
"SURVEY","2018","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.69",""
"SURVEY","2018","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.44",""
"SURVEY","2018","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.43",""
"SURVEY","2018","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.38",""
"SURVEY","2017","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.53",""
"SURVEY","2017","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.28",""
"SURVEY","2017","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.35",""
"SURVEY","2017","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.48",""
"SURVEY","2017","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.47",""
"SURVEY","2017","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.57",""
"SURVEY","2017","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.5",""
"SURVEY","2017","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.62",""
"SURVEY","2017","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.41",""
"SURVEY","2017","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.55",""
"SURVEY","2017","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.17",""
"SURVEY","2017","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.28",""
"SURVEY","2017","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.27",""
"SURVEY","2016","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.67",""
"SURVEY","2016","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.17",""
"SURVEY","2016","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.47",""
"SURVEY","2016","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.63",""
"SURVEY","2016","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.73",""
"SURVEY","2016","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.63",""
"SURVEY","2016","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.92",""
"SURVEY","2016","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.67",""
"SURVEY","2016","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.43",""
"SURVEY","2016","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.82",""
"SURVEY","2016","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.32",""
"SURVEY","2016","OCT","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.3",""
"SURVEY","2016","SEP","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.27",""
"SURVEY","2015","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.71",""
"SURVEY","2015","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.63",""
"SURVEY","2015","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.79",""
"SURVEY","2015","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.78",""
"SURVEY","2015","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.82",""
"SURVEY","2015","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.85",""
"SURVEY","2015","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.65",""
"SURVEY","2015","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.79",""
"SURVEY","2015","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.69",""
"SURVEY","2015","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.62",""
"SURVEY","2015","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.7",""
